,X,Y,Z
720,47.2127,0.392883,16.1456
721,47.1516,0.429513,16.1734
722,47.0885,0.466761,16.2083
723,47.023,0.504738,16.2503
724,46.9545,0.543553,16.2994
725,46.8826,0.583346,16.3554
726,46.8064,0.624229,16.4181
727,46.7255,0.666398,16.4875
728,46.6391,0.709959,16.5632
729,46.5463,0.755058,16.645
730,46.4463,0.801844,16.7325
731,46.3383,0.850391,16.8255
732,46.2214,0.900785,16.9237
733,46.0946,0.953101,17.0265
734,45.957,1.00737,17.1335
735,45.8075,1.0636,17.2443
736,45.6451,1.12175,17.3583
737,45.4687,1.18181,17.4748
738,45.2773,1.24368,17.5931
739,45.0696,1.30725,17.7125
740,44.8447,1.37246,17.8321
741,44.6011,1.43914,17.9509
742,44.3378,1.50717,18.0678
743,44.0535,1.57642,18.1816
744,43.7469,1.64672,18.291
745,43.4168,1.71797,18.3946
746,43.0617,1.79004,18.4909
747,42.6805,1.86284,18.5783
748,42.2718,1.93624,18.655
749,41.8342,2.01019,18.7192
750,41.3665,2.08467,18.769
751,40.8676,2.15965,18.8024
752,40.336,2.2351,18.8174
753,39.7708,2.31106,18.812
754,39.171,2.38758,18.7839
755,38.5355,2.4647,18.7311
756,37.8636,2.54252,18.6514
757,37.1547,2.62106,18.5428
758,36.4082,2.7004,18.4033
759,35.624,2.78059,18.2308
760,34.802,2.86164,18.0236
761,33.9423,2.94358,17.7799
762,33.0454,3.02633,17.4981
763,32.1122,3.10981,17.1771
764,31.1436,3.1939,16.8157
765,30.1411,3.27837,16.4132
