,X,Y,Z
255,32.921,3.13543,4.63706
256,33.512,3.07991,4.76858
257,34.0982,3.02797,4.90078
258,34.6793,2.97998,5.0343
259,35.2547,2.93615,5.16906
260,35.824,2.89665,5.30555
261,36.387,2.86171,5.44366
262,36.9432,2.83128,5.58364
263,37.4923,2.80538,5.72548
264,38.034,2.78401,5.86907
265,38.568,2.76687,6.01454
266,39.094,2.75391,6.16147
267,39.6119,2.74482,6.3099
268,40.1216,2.73919,6.45994
269,40.6228,2.73684,6.61112
270,41.1156,2.73721,6.76361
271,41.5998,2.73995,6.9172
272,42.0754,2.74463,7.07205
273,42.5427,2.75059,7.22808
274,43.0014,2.7576,7.38531
275,43.4518,2.76511,7.54392
276,43.894,2.77251,7.70386
277,44.3281,2.77945,7.86552
278,44.7541,2.78556,8.02872
279,45.1723,2.79045,8.1937
280,45.5828,2.7938,8.36056
281,45.9856,2.7953,8.52924
282,46.3809,2.79479,8.69984
283,46.7686,2.79215,8.872
284,47.1487,2.78744,9.04553
285,47.5212,2.78056,9.22009
286,47.886,2.77188,9.3952
287,48.243,2.76134,9.57016
288,48.5918,2.74946,9.74437
289,48.9325,2.73641,9.91709
290,49.2644,2.72275,10.0874
291,49.5876,2.70884,10.2542
292,49.9015,2.69519,10.4168
293,50.2059,2.68223,10.5742
294,50.5004,2.67047,10.7256
295,50.7847,2.66046,10.8703
296,51.0585,2.65257,11.0074
297,51.3214,2.64728,11.1367
298,51.5734,2.64474,11.2578
299,51.8142,2.64543,11.3705
300,52.0439,2.64929,11.4746
301,52.2623,2.65647,11.5703
302,52.4696,2.66686,11.658
303,52.666,2.68041,11.738
304,52.8519,2.69685,11.8111
305,53.0274,2.716,11.8781
306,53.1931,2.73739,11.9395
307,53.3494,2.76066,11.9968
308,53.497,2.78552,12.0508
309,53.6362,2.81142,12.1027
310,53.7678,2.83805,12.1538
311,53.8924,2.86498,12.2053
312,54.0105,2.89193,12.2583
313,54.1227,2.91854,12.3142
314,54.2295,2.94462,12.3739
315,54.3317,2.96987,12.4387
316,54.4295,2.99417,12.5095
317,54.5234,3.01751,12.5873
318,54.614,3.03975,12.673
319,54.7018,3.06074,12.7673
320,54.7869,3.08077,12.8707
321,54.8698,3.09986,12.9841
322,54.9507,3.11791,13.1072
323,55.0298,3.13523,13.2406
324,55.1076,3.15177,13.3839
325,55.1838,3.16779,13.5369
326,55.2586,3.18327,13.6987
327,55.332,3.19836,13.8686
328,55.4037,3.21307,14.0452
329,55.4735,3.22748,14.2272
330,55.541,3.24165,14.4129
331,55.6055,3.25545,14.6004
332,55.6665,3.26902,14.788
333,55.7229,3.28216,14.9739
334,55.7738,3.29492,15.1564
335,55.8179,3.30723,15.334
336,55.854,3.31892,15.5054
337,55.8805,3.3301,15.6698
338,55.8959,3.34056,15.8266
339,55.8981,3.35044,15.9756
340,55.8857,3.35956,16.117
341,55.8564,3.36805,16.2513
342,55.8083,3.37584,16.3794
343,55.7394,3.38302,16.5028
344,55.6476,3.38961,16.6224
345,55.5307,3.39584,16.7397
346,55.3866,3.40161,16.8564
347,55.2133,3.40714,16.9733
348,55.0087,3.41259,17.0917
349,54.7707,3.41803,17.2126
350,54.4975,3.4235,17.3363
351,54.1869,3.42922,17.4631
352,53.8371,3.43521,17.5925
353,53.446,3.44165,17.7237
354,53.0119,3.4486,17.8555
355,52.5327,3.45617,17.9863
356,52.0066,3.46437,18.1137
357,51.4316,3.47337,18.2352
358,50.8058,3.48332,18.3478
359,50.1273,3.4945,18.4481
360,49.3942,3.50712,18.5323
361,48.6048,3.52132,18.5963
362,47.7574,3.53757,18.6361
363,46.8503,3.5563,18.6465
364,45.8822,3.57781,18.6232
365,44.8518,3.60268,18.5608
366,43.7583,3.63131,18.4545
367,42.601,3.66412,18.2987
368,41.3799,3.70135,18.0885
369,40.095,3.7435,17.8188
370,38.7477,3.79031,17.4847
371,37.3393,3.84195,17.0822
372,35.8722,3.89786,16.6075
373,34.3497,3.95756,16.0579
374,32.7757,4.02022,15.4312
375,31.1555,4.08468,14.7272
376,29.4951,4.14985,13.9461
377,27.8017,4.21423,13.0907
378,26.0836,4.27619,12.1647
379,24.3499,4.33431,11.1743
380,22.6109,4.3871,10.1272
381,20.8777,4.43311,9.03357
382,19.1622,4.47138,7.90541
383,17.4767,4.50108,6.75646
384,15.8341,4.52181,5.60227
385,14.2471,4.53363,4.4593
386,12.7283,4.53694,3.34512
387,11.2899,4.53259,2.27742
388,9.94281,4.52169,1.27314
389,8.69692,4.50564,0.34818
390,7.5605,4.4859,-0.483271
391,6.53992,4.46396,-1.20976
392,5.6397,4.4411,-1.82252
393,4.8619,4.41848,-2.31606
394,4.20646,4.39694,-2.68804
395,3.67125,4.37702,-2.9397
396,3.25181,4.35903,-3.07516
397,2.942,4.34296,-3.10116
398,2.7339,4.32868,-3.02686
399,2.61828,4.31596,-2.86346
400,2.58494,4.30445,-2.6232
401,2.62261,4.29393,-2.31942
402,2.71978,4.28416,-1.96599
403,2.86474,4.27495,-1.57651
404,3.04601,4.26624,-1.16474
405,3.25238,4.25799,-0.743102
406,3.47329,4.25028,-0.323462
407,3.69907,4.24313,0.0838098
408,3.92091,4.23665,0.469613
409,4.13146,4.23084,0.826851
