,X,Y,Z
562,18.0259,0.390758,9.76416
563,17.4111,0.444947,9.54339
564,16.8045,0.494416,9.3123
565,16.2072,0.539708,9.07105
566,15.6207,0.58124,8.82074
567,15.0462,0.619469,8.56252
568,14.4851,0.654785,8.29798
569,13.9391,0.687568,8.02908
570,13.41,0.718013,7.75821
571,12.8997,0.746441,7.4877
572,12.41,0.772995,7.22089
573,11.9432,0.797791,6.96048
574,11.5011,0.820921,6.70982
575,11.0859,0.842416,6.472
576,10.6996,0.862238,6.25033
577,10.3439,0.880396,6.04753
578,10.0206,0.896841,5.86633
579,9.73108,0.911476,5.70924
580,9.4767,0.924254,5.57785
581,9.25832,0.935103,5.47409
582,9.07658,0.943954,5.39865
583,8.93159,0.950784,5.35213
584,8.82337,0.955562,5.33423
585,8.75107,0.958321,5.34417
586,8.71392,0.959077,5.38088
587,8.71044,0.957888,5.44264
588,8.73898,0.954852,5.52697
589,8.7972,0.950133,5.63123
590,8.88269,0.943846,5.75266
591,8.99276,0.93618,5.88771
592,9.12429,0.92733,6.03304
593,9.27405,0.9175,6.18507
594,9.43865,0.906907,6.34052
595,9.61468,0.895793,6.49578
596,9.79849,0.884434,6.64758
597,9.98668,0.873028,6.79315
598,10.1758,0.861832,6.93
599,10.3627,0.851106,7.0554
600,10.5443,0.841031,7.16797
601,10.7177,0.831888,7.26575
602,10.8806,0.823837,7.34796
603,11.0305,0.817106,7.41362
604,11.1655,0.811825,7.46249
605,11.2845,0.808126,7.49435
606,11.386,0.806123,7.50944
607,11.4693,0.805861,7.50789
608,11.5342,0.807373,7.49083
609,11.5806,0.810687,7.45856
610,11.6087,0.815754,7.41224
611,11.6195,0.822468,7.35339
612,11.6138,0.830797,7.28292
613,11.5927,0.840604,7.20251
614,11.558,0.851775,7.114
615,11.5111,0.864127,7.01874
616,11.4539,0.877534,6.91884
617,11.3885,0.891808,6.81604
618,11.3166,0.906812,6.71208
619,11.2404,0.922339,6.60901
620,11.1617,0.938257,6.50837
621,11.0825,0.95441,6.41175
622,11.0045,0.970637,6.3208
623,10.9294,0.98682,6.23628
624,10.8586,1.0028,6.15952
625,10.7935,1.01852,6.09092
626,10.7351,1.03386,6.03097
627,10.6843,1.04871,5.97992
628,10.6419,1.06299,5.93746
629,10.6081,1.0767,5.90324
630,10.5834,1.08972,5.87692
631,10.5676,1.10209,5.85768
632,10.5607,1.11376,5.84474
633,10.5625,1.12471,5.83721
634,10.5723,1.13496,5.83441
635,10.5897,1.1445,5.83525
636,10.614,1.15338,5.8391
637,10.6443,1.16162,5.84513
638,10.6798,1.16926,5.85259
639,10.7195,1.17639,5.86095
640,10.7626,1.18303,5.86971
641,10.8081,1.18926,5.8782
642,10.8551,1.19516,5.88645
643,10.9027,1.20079,5.89387
644,10.9501,1.20625,5.89998
645,10.9965,1.21162,5.90492
646,11.0413,1.21696,5.90817
647,11.0839,1.22237,5.90965
648,11.1237,1.22787,5.90928
649,11.1605,1.23352,5.90709
650,11.194,1.23937,5.90287
651,11.2239,1.24543,5.89711
652,11.2501,1.25171,5.88977
653,11.2728,1.2582,5.88164
654,11.292,1.26488,5.87305
655,11.3079,1.27174,5.86473
656,11.3208,1.27872,5.85779
657,11.3311,1.28578,5.85318
658,11.339,1.2929,5.85171
659,11.3451,1.29995,5.85484
660,11.3498,1.30696,5.86361
661,11.3535,1.31384,5.87931
662,11.3568,1.32049,5.90282
663,11.3599,1.32694,5.9348
664,11.3634,1.33308,5.97654
665,11.3675,1.33888,6.02802
666,11.3728,1.3443,6.08958
667,11.3793,1.34927,6.16117
668,11.3872,1.35379,6.24221
669,11.3968,1.35781,6.33203
670,11.4079,1.36132,6.42967
671,11.4206,1.36427,6.53394
672,11.4347,1.36669,6.64351
673,11.45,1.36855,6.75703
674,11.4663,1.3698,6.87285
675,11.483,1.3705,6.98937
676,11.4999,1.37065,7.10557
677,11.5165,1.37021,7.21971
678,11.5323,1.36918,7.33077
679,11.5467,1.36762,7.43783
680,11.5593,1.36551,7.53987
681,11.5694,1.36286,7.63641
682,11.5765,1.35968,7.72691
683,11.5803,1.35594,7.81127
684,11.5803,1.35174,7.88938
685,11.5762,1.34701,7.96146
686,11.5676,1.34181,8.02764
687,11.5543,1.33619,8.08819
688,11.5361,1.33015,8.1436
689,11.5129,1.32377,8.19428
690,11.4846,1.31705,8.24071
691,11.4513,1.31011,8.28323
692,11.4128,1.30293,8.32261
693,11.3694,1.29564,8.35877
694,11.3212,1.28827,8.39239
695,11.2681,1.28088,8.42362
696,11.2104,1.27358,8.45269
697,11.1481,1.2664,8.47987
698,11.0815,1.25941,8.50535
699,11.0107,1.25273,8.52906
700,10.9357,1.24637,8.55107
701,10.8568,1.24044,8.57138
702,10.7741,1.23499,8.59025
703,10.6879,1.23005,8.60726
704,10.5981,1.22569,8.62273
705,10.5048,1.222,8.63624
706,10.4085,1.21893,8.64803
707,10.3092,1.21656,8.65788
708,10.2071,1.21488,8.66598
709,10.1024,1.21391,8.67205
710,9.99535,1.21368,8.67604
711,9.88616,1.21414,8.67805
712,9.7752,1.21527,8.67815
713,9.6626,1.21704,8.67615
714,9.54893,1.21942,8.67223
715,9.43446,1.22232,8.66662
716,9.3196,1.22566,8.6593
717,9.20487,1.22939,8.65076
718,9.09067,1.23334,8.64116
719,8.97772,1.23744,8.63095
720,8.86661,1.24149,8.62055
721,8.75779,1.24541,8.61053
722,8.65209,1.249,8.60165
723,8.55014,1.25215,8.59444
724,8.45265,1.25464,8.58971
725,8.36045,1.25636,8.5881
726,8.27412,1.25717,8.59066
727,8.19458,1.25688,8.59813
728,8.12246,1.2554,8.61159
729,8.05853,1.25259,8.63154
730,8.00348,1.24835,8.65866
731,7.95781,1.24265,8.69358
732,7.92211,1.23541,8.73692
733,7.89672,1.22667,8.78835
734,7.8821,1.21642,8.84826
735,7.87834,1.20476,8.9163
736,7.88556,1.1918,8.99198
737,7.9037,1.17769,9.07458
738,7.93272,1.16258,9.16324
739,7.97223,1.14674,9.25671
740,8.0219,1.13045,9.35387
741,8.08127,1.11392,9.4535
742,8.14983,1.09748,9.55388
743,8.22692,1.08142,9.65376
744,8.31199,1.06603,9.75165
745,8.4044,1.05156,9.84623
746,8.50349,1.03825,9.93632
747,8.60858,1.02634,10.0208
748,8.71916,1.01592,10.0993
749,8.83467,1.0071,10.1711
750,8.95468,0.999911,10.2359
751,9.0788,0.994297,10.294
752,9.2068,0.990139,10.346
753,9.3383,0.987294,10.3923
754,9.47327,0.985515,10.4343
755,9.61166,0.984546,10.4729
756,9.75331,0.984081,10.5095
757,9.89831,0.9838,10.5454
758,10.0467,0.983344,10.5823
759,10.1986,0.982377,10.6213
760,10.3541,0.980591,10.6638
761,10.5132,0.977655,10.7113
762,10.6763,0.973329,10.7645
763,10.8432,0.967368,10.8246
764,11.0142,0.959595,10.892
765,11.1893,0.949869,10.9676
766,11.3684,0.938148,11.0514
767,11.5516,0.924334,11.1436
768,11.7388,0.908521,11.2441
769,11.9299,0.890722,11.3526
770,12.1247,0.871023,11.4686
771,12.323,0.84956,11.5916
772,12.5247,0.826509,11.7209
773,12.7292,0.802034,11.8556
774,12.9363,0.776299,11.9948
775,13.1455,0.749539,12.1376
776,13.3565,0.721954,12.2829
777,13.5687,0.693723,12.43
778,13.7816,0.665103,12.5778
779,13.9948,0.636219,12.7257
780,14.2077,0.607333,12.8727
781,14.4196,0.578623,13.0178
782,14.63,0.55023,13.1606
783,14.8385,0.522311,13.3003
784,15.0443,0.495057,13.4364
785,15.2469,0.468552,13.5683
786,15.4459,0.442938,13.6955
787,15.6406,0.418355,13.8174
788,15.8306,0.394852,13.9339
789,16.0156,0.372479,14.0445
790,16.1949,0.351403,14.1487
791,16.3686,0.331528,14.2464
792,16.5361,0.312953,14.3374
793,16.6974,0.295669,14.4213
794,16.8523,0.279706,14.498
795,17.0009,0.264998,14.5675
796,17.1432,0.251569,14.6296
797,17.2794,0.239299,14.6846
798,17.4099,0.228181,14.7321
799,17.5348,0.218145,14.7725
800,17.6549,0.209107,14.806
