,X,Y,Z
751,0.493378,4.73246,-3.82181
752,0.566152,4.73805,-3.82363
753,0.641725,4.74304,-3.834
754,0.719689,4.74733,-3.85304
755,0.799611,4.75094,-3.88083
756,0.880987,4.75389,-3.91706
757,0.963453,4.75631,-3.96089
758,1.04648,4.75837,-4.01151
759,1.12971,4.7603,-4.06752
760,1.2126,4.76241,-4.12789
761,1.29475,4.76495,-4.19117
762,1.37568,4.76817,-4.2562
763,1.45503,4.77227,-4.32157
764,1.53241,4.77734,-4.38639
765,1.6075,4.78335,-4.44946
766,1.68005,4.79013,-4.50978
767,1.74994,4.79738,-4.56605
768,1.8171,4.80466,-4.61668
769,1.88169,4.81149,-4.65963
770,1.94386,4.81728,-4.69217
771,2.00385,4.82139,-4.71153
772,2.06178,4.82324,-4.7143
773,2.11774,4.82222,-4.69739
774,2.17162,4.81784,-4.65769
775,2.22328,4.8097,-4.59231
776,2.2724,4.79751,-4.49914
777,2.31876,4.78118,-4.37643
778,2.36228,4.76075,-4.22352
779,2.40333,4.73656,-4.04005
780,2.44293,4.70915,-3.82627
781,2.48295,4.67942,-3.58277
782,2.52656,4.64857,-3.30986
783,2.57826,4.61812,-3.00799
784,2.64426,4.58993,-2.67779
785,2.73233,4.56618,-2.31987
786,2.85198,4.5493,-1.93513
787,3.01399,4.54196,-1.52562
788,3.23023,4.54694,-1.09401
